up_level_iter	count_iter	default_accum	optimised_accum
01000	01000	0.000994713	0.006148636	37070.1	65972.7
01000	02000	0.001767099	0.000312855	65864.0	73850.7
01000	03000	0.001986346	0.000357800	94706.6	110701.8
01000	04000	0.002425816	0.000452130	123475.6	147599.8
01000	05000	0.002868974	0.000543942	152567.0	184276.4
01000	06000	0.003317747	0.000667682	181202.8	220919.2
01000	07000	0.003717804	0.000786655	210085.8	258088.3
01000	08000	0.004216564	0.000892603	238866.0	294650.1
01000	09000	0.004684925	0.001000094	267754.8	331222.2
01000	10000	0.005128372	0.001108601	296290.6	368194.0
02000	01000	0.001550097	0.000142238	48660.2	40653.1
02000	02000	0.002074032	0.000267859	81074.6	81050.4
02000	03000	0.002530713	0.000397401	113519.9	121469.2
02000	04000	0.003015301	0.000521848	145888.8	161859.1
02000	05000	0.003569810	0.000670857	178334.7	202150.5
02000	06000	0.004009817	0.000790677	210703.7	242608.5
02000	07000	0.004520810	0.000920155	243182.5	283084.7
02000	08000	0.004985161	0.001037600	275679.3	323354.6
02000	09000	0.005873082	0.001399565	307708.0	364004.1
02000	10000	0.006520612	0.001520517	340219.4	404324.9
03000	01000	0.002084558	0.000149522	57784.1	41889.3
03000	02000	0.002740297	0.000303397	91425.0	83447.7
03000	03000	0.003657238	0.000662456	124979.9	124995.2
03000	04000	0.004061260	0.000697992	158619.3	166617.7
03000	05000	0.004341588	0.000763524	192352.1	208266.0
03000	06000	0.004658527	0.000837095	225870.4	249826.9
03000	07000	0.005193577	0.000967982	259535.4	291449.4
03000	08000	0.005635021	0.001091208	293061.8	333168.8
03000	09000	0.006248507	0.001324322	326595.7	374725.6
03000	10000	0.006733158	0.001395760	360340.9	416310.8
04000	01000	0.002551355	0.000151055	66418.1	42416.6
04000	02000	0.003120661	0.000288532	100614.0	84577.2
04000	03000	0.003624530	0.000441062	134870.1	126820.0
04000	04000	0.004184010	0.000580637	169057.8	169049.2
04000	05000	0.004692423	0.000727789	203235.9	211321.4
04000	06000	0.005139439	0.000853779	237393.1	253409.8
04000	07000	0.005669320	0.000977912	271691.3	295594.3
04000	08000	0.006190639	0.001115980	305869.2	337884.3
04000	09000	0.006824844	0.001388028	340208.7	380124.5
04000	10000	0.007268794	0.001431787	374233.4	422324.1
05000	01000	0.003046982	0.000152214	74708.5	48330.3
05000	02000	0.003572156	0.000295033	109311.6	85377.8
05000	03000	0.004136827	0.000442691	143899.8	127973.3
05000	04000	0.004744797	0.000601594	178487.7	170534.4
05000	05000	0.005227125	0.000725012	213022.6	213051.2
05000	06000	0.005733197	0.000865307	247581.5	255557.7
05000	07000	0.006229892	0.001013429	282180.6	298117.4
05000	08000	0.006786907	0.001152613	316665.8	340755.2
05000	09000	0.007403114	0.001313717	351226.6	383272.0
05000	10000	0.007906921	0.001447818	385865.7	425916.0
06000	01000	0.003525434	0.000156376	82963.1	56309.7
06000	02000	0.004078605	0.000308781	117806.5	85838.9
06000	03000	0.004636524	0.000458550	152591.2	128708.6
06000	04000	0.005453744	0.000692265	187463.2	171477.7
06000	05000	0.006851001	0.001047761	222165.3	214309.8
06000	06000	0.006521032	0.000937474	257014.2	256995.8
06000	07000	0.007097557	0.001121953	291826.2	299890.0
06000	08000	0.007532361	0.001210749	326669.8	342712.6
06000	09000	0.008643067	0.001579325	361472.8	385410.4
06000	10000	0.008819616	0.001637278	396181.8	428217.0
07000	01000	0.004343638	0.000188818	91123.5	64297.5
07000	02000	0.004858232	0.000361826	126142.1	86156.4
07000	03000	0.005333803	0.000492735	161130.0	129144.2
07000	04000	0.005881615	0.000639107	196147.8	172107.1
07000	05000	0.006523485	0.000812280	231079.7	215070.0
07000	06000	0.007064404	0.000946419	266044.8	258106.8
07000	07000	0.007578378	0.001062460	301027.1	301030.8
07000	08000	0.008132651	0.001205695	336005.6	344006.5
07000	09000	0.008785214	0.001383553	370970.4	386970.5
07000	10000	0.009375381	0.001531324	405963.5	429954.4
08000	01000	0.004662714	0.000163181	99226.9	72269.4
08000	02000	0.005185351	0.000321071	134409.0	86401.4
08000	03000	0.005764229	0.000485187	169515.8	129590.6
08000	04000	0.006400988	0.000632308	204652.2	172690.1
08000	05000	0.007006249	0.000795836	239804.8	215773.6
08000	06000	0.007577784	0.000961814	274849.3	258861.1
08000	07000	0.008116136	0.001100211	309902.4	301952.2
08000	08000	0.008660593	0.001237805	345045.2	345140.8
08000	09000	0.009262025	0.001400661	380252.1	388180.7
08000	10000	0.009854152	0.001574748	415273.7	431252.8
09000	01000	0.005097170	0.000166092	107353.8	80266.0
09000	02000	0.005692458	0.000334842	142577.2	88325.4
09000	03000	0.006384802	0.000507157	177833.0	129840.9
09000	04000	0.006954615	0.000658948	212981.6	173071.4
09000	05000	0.007510612	0.000839212	248321.1	216231.4
09000	06000	0.007838213	0.000956707	283388.6	259476.8
09000	07000	0.008421187	0.001086464	318619.2	302638.8
09000	08000	0.009188039	0.001235688	353792.2	345906.9
09000	09000	0.009726727	0.001453331	389013.2	388994.1
09000	10000	0.009970653	0.001517832	424373.6	432150.2
10000	01000	0.005326242	0.000159111	115340.8	88257.1
10000	02000	0.005981944	0.000319481	150743.4	96341.8
10000	03000	0.006571672	0.000474107	186084.4	130070.5
10000	04000	0.007221327	0.000629289	221382.2	173383.1
10000	05000	0.007945340	0.000793643	256653.2	216639.4
10000	06000	0.008481078	0.000943811	291896.5	259981.4
10000	07000	0.008869252	0.001056149	327218.3	303211.1
10000	08000	0.009508343	0.001222448	362386.4	346484.8
10000	09000	0.009994178	0.001426182	397830.3	389734.7
10000	10000	0.010494440	0.001529503	432990.1	433057.4
